,Report Snapshot Date,Licensee Name,Program Type Desc,Region Display Name,CMSM DSSAB Name,Child Care Center Name,Licence Number,Program Option,Original Issue Date,Licence Status,Closure or Termination Date,Language of Service Desc,Street Number,Street Name,Street Type,City,Province,Postal Code,
3688,2020-02-29,Muskrat Dam First Nation,Child Care Centre,North Region,Not Available,May-May-Bi-Zin Children's Centre,4746,Half day(Less than 6 hours in a day),2008-09-24,Active,,English,,General Delivery,,Muskrat Dam,ON,P0V 3B0,
3689,2020-02-29,Muslim Association Canada,Child Care Centre,East Region,City of Ottawa,MAC Preschool and Childcare:Abraar Location,2917,Full Day(6 hours or more in a day),2005-01-26,Active,,"Arabic, English, Other",1085,Grenon,Avenue,Ottawa,ON,K2B 8L7,
3690,2020-02-29,Muslim Association of Canada,Child Care Centre,Central West Region,Regional Municipality of Peel,OLIVE GROVE SCHOOL,4046,Full Day(6 hours or more in a day),2006-11-29,Active,,English,2300,Speakman,Drive,Mississauga,ON,L5K 1B4,
3691,2020-02-29,Muslim Association of Canada- Waterloo Chapter,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,MAC Maple Grove Preschool and Childcare Centre,55703,Full Day(6 hours or more in a day),2014-10-30,Active,,English,160,Courtland,Avenue,Kitchener,ON,N2G 3M6,
3692,2020-02-29,My First Montessori School Inc.,Child Care Centre,Central West Region,Regional Municipality of Peel,My First Montessori School Inc,57272,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2018-08-24,Active,,English,11210,Creditview,Road,Brampton,ON,L7A 4X3,
3693,2020-02-29,My First Preschool - Kenton Tiny Tots,Child Care Centre,Central East Region,City of Toronto,My First Preschool - Kenton Tiny Tots,56750,Half day(Less than 6 hours in a day),2017-02-24,Active,,English,131,Finch Ave. West,,North York,ON,M2N 2H8,
3694,2020-02-29,My First School Day Care Inc.,Child Care Centre,Central North Region,Regional Municipality of York,My First School Day Care - Full Day,19020,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1994-02-28,Active,,English,94,Montreal,Street,Stouffville,ON,L4A 4Y9,
3695,2020-02-29,My Little Preschool Inc.,Child Care Centre,East Region,City of Ottawa,My Little Preschool,4571,Full Day(6 hours or more in a day),2008-05-21,Active,,English,815,River,Road,Manotick,ON,K4M 1B2,
3696,2020-02-29,My Pre Academy,Child Care Centre,North Region,County of Simcoe,My Pre Academy,4121,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2007-03-02,Active,,English,31,King,Street,Barrie,ON,L4N 6B5,
3697,2020-02-29,My School Co-Operative Nursery Inc.,Child Care Centre,Central West Region,City of Toronto,My School Co-Operative Nursery Inc.,16087,Half day(Less than 6 hours in a day),1997-10-31,Active,,English,116,Fermanagh,Avenue,Toronto,ON,M6R 1M2,
3698,2020-02-29,My School Inc.,Child Care Centre,Central East Region,Regional Municipality of Durham,My School Inc.,37055,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), After school",1997-10-31,Inactive,2014-12-05,English,3600,Lake Ridge,Road,Pickering,ON,L1X 2X2,
3699,2020-02-29,M’Chigeeng First Nation,Child Care Centre,North Region,Not Available,M'Chigeeng First Nation - M'Chigeeng Binoojiinh Gamgoonhs,11098,"Full Day(6 hours or more in a day), Before school, After school",1991-12-16,Active,,English,4,Assance,Drive,M'Chigeeng,ON,P0P 1G0,
3700,2020-02-29,N'sheemaehn:  The Scarborough Campus Child Care Centre,Child Care Centre,Central East Region,City of Toronto,N'sheemaehn:  The Scarborough Campus Child Care Centre,11967,Full Day(6 hours or more in a day),1991-01-14,Active,,English,1255,Military,Trail,Toronto,ON,M1C 1A3,
3701,2020-02-29,NATIVE CHILD AND FAMILY SERVICES OF TORONTO,Child Care Centre,Central East Region,City of Toronto,Dundas Kindergarten Enrichment Program,6055,Full Day(6 hours or more in a day),2012-04-23,Active,,English,935,Dundas,Street,Toronto,ON,M4M 1R4,
3702,2020-02-29,NATIVE CHILD AND FAMILY SERVICES OF TORONTO,Child Care Centre,Central East Region,City of Toronto,Native Child and Family Services - 156 Galloway,5921,Full Day(6 hours or more in a day),2011-09-23,Active,,English,156,Galloway,Road,Toronto,ON,M1E 1K2,
3703,2020-02-29,NATIVE CHILD AND FAMILY SERVICES OF TORONTO,Child Care Centre,Central East Region,City of Toronto,Native Child and Family Services - Building Strong Spirits Waabanong Head Start,16067,Half day(Less than 6 hours in a day),1997-10-02,Inactive,2014-01-17,English,20,Waldock,Street,Toronto,ON,M1E 2E5,
3704,2020-02-29,NATIVE CHILD AND FAMILY SERVICES OF TORONTO,Child Care Centre,Central East Region,City of Toronto,Native Child and Family Services - Epnigishmok,17004,Half day(Less than 6 hours in a day),1998-05-21,Inactive,2014-07-21,English,611,St.Clair,Avenue,Toronto,ON,M6C 1A3,
3705,2020-02-29,NATIVE CHILD AND FAMILY SERVICES OF TORONTO,Child Care Centre,Central East Region,City of Toronto,Native Child and Family Services - Shaawnong Aboriginal Head Start,16093,"Half day(Less than 6 hours in a day), Extended hours(more than 12 hours), Before school, After school",1998-01-05,Active,,English,935,Dundas,Street,Toronto,ON,M4M 1R4,
3706,2020-02-29,NATIVE CHILD AND FAMILY SERVICES OF TORONTO,Child Care Centre,Central North Region,City of Toronto,Native Child and Family Services of Toronto - Kiiwednong Aboriginal Head Start,3123,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2005-09-06,Active,,English,2784,Keele,Street,Toronto,ON,M3M 2G2,
3707,2020-02-29,NATIVE CHILD AND FAMILY SERVICES OF TORONTO,Child Care Centre,Central West Region,City of Toronto,Aboriginal Head Start- Epnigishmok,57436,Half day(Less than 6 hours in a day),2018-11-18,Active,,English,20,Bansley,Avenue,Toronto,ON,M6E 2A2,
3708,2020-02-29,NORTH BAY MILITARY FAMILY RESOURCE CENTRE,Child Care Centre,North Region,District of Nipissing Social Services Administration Board,Little Wings Child Care Centre,4423,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2007-10-22,Active,,English,19,Market,Street,Hornell Heights,ON,P0H 1P0,
3709,2020-02-29,NORTH HILL MONTESSORI SCHOOL INC.,Child Care Centre,Central North Region,Regional Municipality of York,North Hill Montessori School Inc.,5452,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2010-08-24,Inactive,,English,10131,Bayview,Avenue,Richmond Hill,ON,L4C 2L4,
3710,2020-02-29,NORTHERN FRONTENAC COMMUNITY SERVICES CORP,Child Care Centre,East Region,City of Kingston,The Child Centre Day Care,10082,"Full Day(6 hours or more in a day), After school",1991-05-06,Active,,English,1004,Art Duffy,Road,Sharbot Lake,ON,K0H 2P0,
3711,2020-02-29,"NUF House, Inc.",Child Care Centre,Central North Region,Regional Municipality of York,NUF House Day Care,5938,"Half day(Less than 6 hours in a day), Before school, After school",2011-10-18,Inactive,2014-01-07,English,2100,Steeles,Avenue,Concord,ON,L4K 2V1,
3712,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,N.Y.A.D. - Cedar Drive,6670,"Before school, After school",2013-08-19,Active,,English,21,Gatesview,Avenue,Toronto,ON,M1J 3G4,
3713,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,N.Y.A.D. - Mason Road,6669,"Before school, After school",2013-08-19,Active,,English,78,Mason,Road,Toronto,ON,M1M 3R2,
3714,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,NYAD - Corvette,15040,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1994-10-27,Active,,English,30,Corvette,Avenue,Toronto,ON,M1K 3G2,
3715,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,NYAD - Donwood Inc.,11877,"Full Day(6 hours or more in a day), After school",1989-10-24,Active,,English,61,Dorcot,Avenue,Toronto,ON,M1P 3K5,
3716,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,NYAD - Guildwood,7060,Full Day(6 hours or more in a day),1988-01-11,Active,,English,225,Livingston,Road,Toronto,ON,M1E 1L8,
3717,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,NYAD - Midland,1511,Full Day(6 hours or more in a day),2001-12-04,Active,,English,720,Midland,Avenue,Toronto,ON,M1K 2C9,
3718,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,NYAD - Progress,15041,Full Day(6 hours or more in a day),1994-10-27,Active,,English,939,Progress,Avenue,Toronto,ON,M1G 3T8,
3719,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,NYAD - Scarborough Village (15 Luella Street),16133,"Full Day(6 hours or more in a day), After school",1998-10-26,Active,,English,15,Luella,Street,Toronto,ON,M1J 3P2,
3720,2020-02-29,NYAD (Community) Inc.,Child Care Centre,Central East Region,City of Toronto,NYAD Donwood Satellite,6346,Not Available,2012-09-04,Inactive,2014-02-10,English,39,Highbrook,Drive,Toronto,ON,M1P 3L2,
3721,2020-02-29,Nanabijou Childcare Centre Inc,Child Care Centre,North Region,Thunder Bay District Social Services Administration Board,Nanabijou Childcare Centre,12802,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1987-12-29,Inactive,2015-01-29,English,855,Oliver,Road,Thunder Bay,ON,P7B 5E1,
3722,2020-02-29,Nanabijou Childcare Centre Inc,Child Care Centre,North Region,Thunder Bay District Social Services Administration Board,Nanabijou Childcare Centre,55512,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Extended hours(more than 12 hours), Before school, After school",2014-08-27,Active,,English,855,Oliver,Road,Thunder Bay,ON,P7B 5E1,
3723,2020-02-29,Nanabijou Childcare Centre Inc,Child Care Centre,North Region,Thunder Bay District Social Services Administration Board,Nanabijou Childcare Centre School Age Program,363,After school,1997-09-15,Inactive,2015-01-29,English,670,Reaume,Street,Thunder Bay,ON,P7B 5E1,
3724,2020-02-29,Naotkamegwanning First Nation,Child Care Centre,North Region,Not Available,Sabitise Vision Child Care Centre,30005,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1994-10-27,Active,,English,,Naotkamegwanning FN,,Pawitik,ON,P0X 1L0,
3725,2020-02-29,Naotkamegwanning First Nation,Child Care Centre,North Region,Not Available,Saga-Da 'Agaas Obigi 'Asogameg Aboriginal Head Start,5222,Full Day(6 hours or more in a day),2009-10-28,Active,,English,,Naotkamegwanning FN,,Pawitik,ON,P0X 1L0,
3726,2020-02-29,Natalie Orellana,Child Care Centre,Central East Region,City of Toronto,The Munchkin Manor Daycare and Early Learning Centre,56686,Full Day(6 hours or more in a day),2016-11-22,Inactive,2019-08-20,English,1087,Lillian,Street,Toronto,ON,M2M 3G1,
3727,2020-02-29,Natural Wonders Day Nursery,Child Care Centre,North Region,County of Simcoe,Natural Wonders Montessori and Day Nursery,2421,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2004-01-21,Inactive,2014-07-17,English,23,Centre,Street,Beeton,ON,L0G 1A0,
3728,2020-02-29,Nature and Nurture Childcare Services Inc.,Child Care Centre,East Region,City of Ottawa,Nature and Nurture Childcare Services Inc.,56642,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2016-09-19,Active,,English,50,Steacie,Drive,Kanata,ON,K2K 2A9,
3729,2020-02-29,Naureen Shah,Child Care Centre,Central East Region,City of Toronto,Head Start Montessori,55645,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2014-09-02,Active,,English,2235,Sheppard,Avenue,Toronto,ON,M2J 5B5,
3730,2020-02-29,Naureen Shah,Child Care Centre,Central East Region,City of Toronto,Head Start Montessori  (incorporated Star & Maple Inc.),1638,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2002-06-01,Inactive,2015-03-03,English,260,Yorkland,Boulevard,Toronto,ON,M2J 1R7,
3731,2020-02-29,Nazar Altai,Child Care Centre,Southwest Region,City of Brantford,Montessori House of Children,6505,Full Day(6 hours or more in a day),2013-08-02,Active,,English,85,Charlotte,Street,Brantford,ON,N3T 2X2,
3732,2020-02-29,Naznin Ladhani,Child Care Centre,West Region,City of Hamilton,West Mountain Montessori School,177,Half day(Less than 6 hours in a day),1999-09-13,Active,,English,93,Sanatorium,Road,Hamilton,ON,L9C 1Y6,
3733,2020-02-29,Nelli Hooper,Child Care Centre,Central North Region,Regional Municipality of York,York Enrichment Childcare Centre,3536,Full Day(6 hours or more in a day),2006-05-15,Inactive,2019-09-24,English,90,Lake,Avenue,Richmond Hill,ON,L4E 3G3,
3734,2020-02-29,Nesting Nook Inc.,Child Care Centre,West Region,City of Hamilton,The Nesting Nook,56224,"Full Day(6 hours or more in a day), Before school, After school",2015-09-16,Active,,English,3200,Highway 56,,Binbrook,ON,L0R 1C0,
3735,2020-02-29,Netivot HaTorah Day School,Child Care Centre,Central North Region,City of Toronto,Netivot HaTorah  - South Campus,56325,Full Day(6 hours or more in a day),2015-12-23,Active,,English,470,Glencairn,Avenue,Toronto,ON,M5N 1V8,
3736,2020-02-29,Netivot HaTorah Day School,Child Care Centre,Central North Region,Regional Municipality of York,Netivot HaTorah Day School,56341,Full Day(6 hours or more in a day),2015-12-29,Active,,English,18,Atkinson,Avenue,Thornhill,ON,L4J 8C8,
3737,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Annunciation,57277,"Before school, After school",2018-08-27,Active,,English,65,Avonwick,Gate,North York,ON,M3A 2M8,
3738,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Lansing Child Care Centre,57323,Full Day(6 hours or more in a day),2018-08-31,Active,,English,49,Bogert,Avenue,Toronto,ON,M2N 1K4,
3739,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care - Child's Nest Early Years and Child Care Centre -123 Cosburn,6442,Full Day(6 hours or more in a day),2013-02-06,Active,,English,,123 Cosburn Avenue,,Toronto,ON,M4J 2L1,
3740,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care Services - Child's Nest Early Learning and Child Care Centre,5680,"Full Day(6 hours or more in a day), Before school, After school",2012-02-06,Active,,English,121,Cosburn,Avenue,Toronto,ON,M4J 2L1,
3741,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care Services - Holy Cross,6188,"Before school, After school",2012-09-04,Active,,English,299 A,Donlands,Avenue,Toronto,ON,M4J 3R7,
3742,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care Services - Metamorphosis Child Care Centre,2664,Full Day(6 hours or more in a day),2004-09-11,Active,,English,40,Donlands,Avenue,Toronto,ON,M4J 3N6,
3743,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care Services - Saint Nicholas Child Care Centre,2795,Full Day(6 hours or more in a day),2004-10-27,Inactive,2019-12-16,English,3840,Finch,Avenue,Toronto,ON,M1T 3T4,
3744,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care Services - St. Aidan Early Learning Centre,4318,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2007-08-31,Active,,English,3521,Finch,Avenue,Toronto,ON,M1W 2S2,
3745,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care Services - St. Gabriel Lalemant Early Learning Centre,4048,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2006-12-06,Active,,English,160,Crow,Trail,Toronto,ON,M1B 1Y3,
3746,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care Services-St. Albert,55513,"Before school, After school",2014-08-27,Inactive,,English,1125,Midland,Avenue,Scarborough,ON,M1K 4H2,
3747,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,Network Child Care Services-St. Maria Goretti,55511,"Before school, After school",2014-08-26,Active,,English,21,Kenmark,Boulevard,Toronto,ON,M1K 3N8,
3748,2020-02-29,Network Child Care Services,Child Care Centre,Central East Region,City of Toronto,St Agatha Catholic Before &  After School Program,56891,"Before school, After school",2017-08-13,Active,,English,49,Cathedral Bluffs,Drive,Scarborough,ON,M1M 2T6,
