,name,source_facility_type,source_id,capacity,ages,infant,toddler,school_age,facility_type,full_address,provider
0,Family or Group Child Care Home *,Home,9804,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
2,Assiniboine Early Learning Centre Inc.,Centre,2088,56,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 249 1430 Victoria Avenue (Ave) E Brandon, MB",Province of Manitoba
3,Family or Group Child Care Home *,Home,9453,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
5,Family or Group Child Care Home *,Home,102392,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
7,BU Early Learning Centre Inc. Site #3,Centre,102654,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"451 18th Street Brandon, MB",Province of Manitoba
8,Children's Den Inc.,Centre,1241,34,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"King George School, Gymnasium 535 B Park Street Brandon, MB",Province of Manitoba
9,Family or Group Child Care Home *,Home,50801,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"38 Sifton Avenue (Ave) Brandon, MB",Province of Manitoba
11,Family or Group Child Care Home *,Home,9209,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
13,Community Partnership Committee for Pregnant and Parenting Youth,Centre,9779,8,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"104 - 1930 1 st Street Brandon, MB",Province of Manitoba
14,Debbie Beaudry,Home,9578,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"1340 College Avenue (Ave) Brandon, MB",Province of Manitoba
15,Family or Group Child Care Home *,Home,100054,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
17,Erin Hodgson,Home,100069,7,"Infant, Preschool, School Age",Y,Y,Y,Home,"517 21ST Street BRANDON, MB",Province of Manitoba
18,Fuzzy Bears Inc.,Centre,9392,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"30 Knowlton Drive Brandon, MB",Province of Manitoba
19,Fuzzy Bears Inc.,Centre,1109,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Gymnasium, Community Room, Daycare 10 Knowlton Drive Brandon, MB",Province of Manitoba
20,Family or Group Child Care Home *,Home,9814,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
22,Family or Group Child Care Home *,Home,50578,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
24,Family or Group Child Care Home *,Home,50353,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
26,Family or Group Child Care Home *,Home,9648,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
28,Brandon Friendship Centre Inc.,Centre,101858,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Unit B - 1129 3rd Street Brandon, MB",Province of Manitoba
29,Brandon Friendship Centre,Centre,9766,36,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"836 Lorne Avenue (Ave) Brandon, MB",Province of Manitoba
30,Linden's Kid's Klub Inc.,Centre,3045,50,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"32 Willowdale Crescent Brandon, MB",Province of Manitoba
31,Family or Group Child Care Home *,Home,101955,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
33,Magical Memories Learning Centre Inc.,Centre,9321,80,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"911 26th Street Brandon, MB",Province of Manitoba
34,Family or Group Child Care Home *,Home,102001,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
36,Megan and Dustin Van Damme,Home,102641,12,"Infant, Preschool, School Age",Y,Y,Y,Home,"11 Dominion Way Brandon, MB",Province of Manitoba
37,Family or Group Child Care Home *,Home,101782,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
39,Child and Family Services of Western Manitoba,Centre/Nursery,2110,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"2227 Brandon Avenue (Ave) Brandon, MB",Province of Manitoba
40,Family or Group Child Care Home *,Home,100291,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
42,Family or Group Child Care Home *,Home,9745,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
44,Tammy Chambers,Home,100391,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
45,Child and Family Services of Western Manitoba,Centre,1119,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"2227 Brandon Avenue (Ave) Brandon, MB",Province of Manitoba
46,The Young Men's Christian Association of Brandon,Centre,9783,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"YMCA Brandon 231 8th Street Brandon, MB",Province of Manitoba
47,Young Men's Christian Association of Brandon,Centre/Nursery,100492,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Ecole New Era School M6 - 527 Louise Avenue (Ave) Brandon, MB",Province of Manitoba
48,The Young Men's Christian Association of Brandon,Centre,101020,148,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1525 First Street S Brandon, MB",Province of Manitoba
49,The Young Men's Christian Association of Brandon,Centre,102375,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"77 Whillier Drive Brandon, MB",Province of Manitoba
50,The Young Men's Christian Association of Brandon,Centre,100450,34,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"B - 565 34th Street Brandon, MB",Province of Manitoba
59,Allison Stevens,Home,102391,6,Preschool,N,Y,N,Home,None,Province of Manitoba
63,BU Early Learning Centre Inc.,Centre,2186,56,"Preschool, School Age",N,Y,Y,Day Care,"303 21st Street Brandon, MB",Province of Manitoba
84,Beginnings Pre-School Inc.,Centre/Nursery,2104,20,,N,N,N,Day Care,"3101 Victoria Avenue (Ave) Brandon, MB",Province of Manitoba
85,Brandon Nursery School Inc.,Centre/Nursery,2034,20,,N,N,N,Day Care,"451 18th Street Brandon, MB",Province of Manitoba
86,Heather Boyce,Centre/Nursery,102209,10,,N,N,N,Day Care,"440 Richmond Avenue (Ave) Brandon, MB",Province of Manitoba
87,Here We Grow Nursery School,Centre/Nursery,101596,20,,N,N,N,Day Care,"1620 Braecrest Drive Brandon, MB",Province of Manitoba
88,Brandon Friendship Centre Inc.,Centre/Nursery,2344,24,,N,N,N,Day Care,"205 College Avenue (Ave) Brandon, MB",Province of Manitoba
89,Riverview Early Learners Inc,Centre/Nursery,100410,20,,N,N,N,Day Care,"1105 Louise Avenue (Ave) E Brandon, MB",Province of Manitoba
90,Tracy Hoglander,Centre/Nursery,101383,17,,N,N,N,Day Care,"142 28th Street Brandon, MB",Province of Manitoba
252,Academy Kids Day Care Inc.,Centre,1173,45,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"331 St. Charles Street Winnipeg, MB",Province of Manitoba
253,Action Centre Day Nursery Inc.,Centre,1150,52,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"377 Dufferin Avenue (Ave) Winnipeg, MB",Province of Manitoba
254,Adelle Kennedy,Home,5830,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
255,Advantage Child Care Academy Inc.,Centre,101548,107,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"51 Scurfield Boulevard (Blvd) Winnipeg, MB",Province of Manitoba
256,Family or Group Child Care Home *,Home,102092,6,"Infant, Preschool",Y,Y,N,Home,None,Province of Manitoba
257,Agassiz Child Care Centre Inc.,Centre,3001,70,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"131 Leach Street Winnipeg, MB",Province of Manitoba
258,Family or Group Child Care Home *,Home,101962,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
259,Family or Group Child Care Home *,Home,101731,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
260,Family or Group Child Care Home *,Home,102332,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
261,Aleph-Bet Child Life Enrichment Program Inc.,Centre,100902,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 8, Gymnasium, Library 130 Forest Park Drive Winnipeg, MB",Province of Manitoba
262,Aleph-Bet Child Life Enrichment Program Inc.,Centre/Nursery,1001,108,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1007 Sinclair Street Winnipeg, MB",Province of Manitoba
263,Aleph-Bet Child Life Enrichment Program Inc.,Centre,100901,25,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 1, Gymnasium, and Library 385 Cork Avenue (Ave) Winnipeg, MB",Province of Manitoba
264,Family or Group Child Care Home *,Home,101941,12,"Infant, Preschool",Y,Y,N,Home,None,Province of Manitoba
266,Family or Group Child Care Home *,Home,102362,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
267,Family or Group Child Care Home *,Home,102260,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
269,Family or Group Child Care Home *,Home,100096,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
271,Family or Group Child Care Home *,Home,102066,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
273,Family or Group Child Care Home *,Home,101628,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
274,Sunny Mountain Day Care Inc.,Centre,101862,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"801 Andrews Street Winnipeg, MB",Province of Manitoba
275,Angela Peterson,Home,101139,7,"Infant, Preschool, School Age",Y,Y,Y,Home,"70 Hallet Avenue (Ave) Winnipeg, MB",Province of Manitoba
276,Family or Group Child Care Home *,Home,101895,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
277,Family or Group Child Care Home *,Home,9340,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
278,Family or Group Child Care Home *,Home,101984,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
279,Annabelle Gomez,Home,7100,6,"Infant, Preschool, School Age",Y,Y,Y,Home,"1495 Selkirk Avenue (Ave) Winnipeg, MB",Province of Manitoba
280,Family or Group Child Care Home *,Home,101124,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
281,Mount Carmel Clinic Inc.,Centre,1036,64,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"511 King Street Winnipeg, MB",Province of Manitoba
283,Family or Group Child Care Home *,Home,9554,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
284,Family or Group Child Care Home *,Home,102184,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
285,Anoop Kaur Sandhu,Home,101969,7,"Infant, Preschool, School Age",Y,Y,Y,Home,"62 Dexter Street Winnipeg, MB",Province of Manitoba
286,Family or Group Child Care Home *,Home,101894,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
288,Family or Group Child Care Home *,Home,100310,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
465,Ashworth Children's Centre Incorporated,Centre,1252,120,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rm Mini gym, 10-12, B/A for schoolagers 164 Southglen Boulevard (Blvd) Winnipeg, MB",Province of Manitoba
466,Family or Group Child Care Home *,Home,101375,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
468,Assiniboine Castle Daycare Co-op Inc.,Centre,1249,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"500 Shaftesbury Boulevard (Blvd) Winnipeg, MB",Province of Manitoba
469,Assiniboine Castle Daycare Coop Inc.,Centre,9508,21,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rm 16 - 515 Laidlaw Boulevard (Blvd) Winnipeg, MB",Province of Manitoba
471,Assiniboine Children's Centre Inc.,Centre,102576,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"135 Parkside Drive Winnipeg, MB",Province of Manitoba
473,Assiniboine Children's Centre Inc.,Centre,3002,161,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rms 2,16,24,26,27,Gym,Kitchen,Blue,Play 175 Winston Road Winnipeg, MB",Province of Manitoba
475,The Young Men's and Young Women's Christian Association of Winnipeg Inc.,Centre,100249,55,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms: 8a/8b, 25 and gym 700 Bairdmore Boulevard (Blvd) Winnipeg, MB",Province of Manitoba
476,Bambini Montessori Preschool Inc.,Centre,101850,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"A - 1086 St. Mary's Road Winnipeg, MB",Province of Manitoba
477,Beaumont Day Care Inc.,Centre,3096,85,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rms 12/14,13,18,20,gym-7&15 summer only 5880 Betsworth Avenue (Ave) Winnipeg, MB",Province of Manitoba
479,Beautiful Savior Lutheran School Inc.,Centre,102137,36,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1541-B St Mary's Road Winnipeg, MB",Province of Manitoba
481,Beautiful Savior Lutheran School Inc.,Centre/Nursery,9265,86,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"52 Birchdale Avenue (Ave) Winnipeg, MB",Province of Manitoba
483,Beaverlodge Care for Kids Inc.,Centre,9490,76,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rm 8A-Suite B, Rm 16, 17 &18 6691 Rannock Avenue (Ave) Winnipeg, MB",Province of Manitoba
485,Behavioural Health Foundation Inc.,Centre,1242,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"3A-35 De La Digue Ave/ 3514 Pembina Highway Winnipeg, MB",Province of Manitoba
487,Sunny Mountain Day Care Centre Inc.,Centre,100529,65,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 1, Room 8, Room 9, Gym and Library 525 Belmont Street Winnipeg, MB",Province of Manitoba
489,Family or Group Child Care Home *,Home,102126,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
491,Betty Penner,Home,9338,5,"Infant, Preschool",Y,Y,N,Home,None,Province of Manitoba
493,Balmoral Hall Beginnings DayCare Centre,Centre,100937,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room J101, J102, J103, J104 and Gym 630 Westminster Street Winnipeg, MB",Province of Manitoba
495,The Young Men's and Young Women's Christian Association of Winnipeg Inc.,Centre,100699,45,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Bird's Hill Elementry Rm 13,28 and gym 3950 Raleigh Street East St. Paul, MB",Province of Manitoba
497,Family or Group Child Care Home *,Home,101104,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
498,Family or Group Child Care Home *,Home,5078,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
499,Brenda Tomchuk,Home,5301,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
500,Bright Beginnings Educare Inc.,Centre,1138,90,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"5330 Monterey Road Headingley, MB",Province of Manitoba
501,Bright Beginnings Educare Inc.,Centre,9463,85,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 2, 5, 6(main room), library & Gym 111 Alboro Street Headingley , MB",Province of Manitoba
502,Bright Future Day Care Inc.,Centre,100532,50,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"898 Henderson Highway Winnipeg, MB",Province of Manitoba
504,Gramma Marie's Children's Centre,Centre,101270,169,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1461 Chevrier boulevard (boul) Winnipeg, MB",Province of Manitoba
505,Family or Group Child Care Home *,Home,9373,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
507,Brigitte Richardson/Kevin Richardson/Ainslee Hanson,Home,100966,10,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
508,Brock Corydon Day Care Inc.,Centre,3088,138,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rms: 1-6, 8-12, P2-P7, P15, Gym, Library 1510 Corydon Avenue (Ave) Winnipeg, MB",Province of Manitoba
510,Brooklands Day Care Centre Inc.,Centre/Nursery,1002,65,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 2, Room 3 and Room 5 1950 Pacific Avenue (Ave) W Winnipeg, MB",Province of Manitoba
512,Brunata Smyk,Home,50890,5,"Infant, Preschool",Y,Y,N,Home,None,Province of Manitoba
513,The Young Men's and Young Women's Christian Association of Winnipeg Inc.,Centre,102052,100,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"51 Balmoral Street Winnipeg, MB",Province of Manitoba
515,Bumper Crop Early Learning Centre Inc.,Centre,1264,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"423 Main Street Winnipeg, MB",Province of Manitoba
516,Busy Bee Day Care Centre Inc.,Centre,101251,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1770 King Edward Street Winnipeg, MB",Province of Manitoba
517,Busy Bee Day Care Centre Inc.,Centre,102363,25,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"640 McGee Street Winnipeg, MB",Province of Manitoba
518,Busy Bee Day Care Centre Inc.,Centre,1233,112,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"646 - 648 McGee Street Winnipeg, MB",Province of Manitoba
519,C.A.P.T. (Grosvenor) Inc.,Centre,1199,19,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 3 and Gym 1045 Grosvenor Avenue (Ave) Winnipeg, MB",Province of Manitoba
520,C.A.P.T. Inc.,Centre,1003,78,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rm 1 & 2, Small & Large Gym 245 Queenston Street Winnipeg, MB",Province of Manitoba
522,Cairns Children's Centre Inc.,Centre/Nursery,3010,75,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Theater,Mini Gym,Gym,Rm 13 1100 Chancellor Drive Winnipeg, MB",Province of Manitoba
524,Cairns Children's Centre,Centre/Nursery,100636,80,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms 116,,123,101,Library 190 Houde Drive St Norbert Winnipeg, MB",Province of Manitoba
526,Campus Children's Centre Inc.,Centre,1004,138,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"15 - 19 Dysart Road Winnipeg, MB",Province of Manitoba
528,Can You Imagine Preschool Care and Education Centre Inc.,Centre,7834,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"55 Stadacona Street Wpg, MB",Province of Manitoba
530,Can You Imagine Preschool and Education Centre Inc.,Centre,100820,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"rooms 1, 6, 8, Gym and Library 96 Carmen Avenue (Ave) Winnipeg, MB",Province of Manitoba
531,Canterbury Park Day Care Inc.,Centre,7893,62,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Gym, Rooms #5, 9, 12, 13, and 14 605 Wayota Street Wpg, MB",Province of Manitoba
532,Canterbury Park Day Care Inc.,Centre,3026,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"875 McMeans Avenue (Ave) E Winnipeg, MB",Province of Manitoba
533,Care-A-Lot Nursery Inc.,Centre,1005,72,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"829 Watt Street Winnipeg, MB",Province of Manitoba
534,Care and Share Children's Centre Inc.,Centre,1046,25,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"22 Strauss Drive Winnipeg, MB",Province of Manitoba
535,Carpathia Children's Centre Inc.,Centre,1006,135,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 1,2,3,4,5,6,7 and Gym 1777 Grant Avenue (Ave) Winnipeg, MB",Province of Manitoba
536,Carpathia Children's Centre Inc.,Centre,9360,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms 114,124,127,134 1720 John Brebeuf Road Winnipeg, MB",Province of Manitoba
537,Carpy Lopez & Fabian Albarran,Home,9007,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
538,Carter Early Learning Centre Inc.,Centre,1007,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"465B Stafford Street Winnipeg, MB",Province of Manitoba
539,Casa Montessori & Orff School Inc.,Centre,1276,16,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"80 Fennel Street Winnipeg, MB",Province of Manitoba
540,Casa Montessori & Orff School Inc.,Centre,7923,92,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1055 Wilkes Avenue (Ave) Wpg, MB",Province of Manitoba
541,Family or Group Child Care Home *,Home,7162,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
542,Family or Group Child Care Home *,Home,7199,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
543,Centre Soleil Inc.,Centre,9829,39,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 10, B05, gym. 81 Quail Ridge chemin Winnipeg, MB",Province of Manitoba
545,Lubavitch Centre,Centre,101123,39,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Activity 1 & 2, Room 3, Gym 1845 Mathers Avenue (Ave) Winnipeg, MB",Province of Manitoba
547,Champlain Community Child Care Centre Inc.,Centre,1284,87,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Gym, MPR, Library, Rm 103,105,119 119 - 275 Church Avenue (Ave) Winnipeg, MB",Province of Manitoba
548,The Young Men's and Young Women's Christian Association of Winnipeg Inc.,Centre,9318,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 19 , gym and hallway 1520 Chancellor Drive Winnipeg, MB",Province of Manitoba
550,Chantal Cloutier,Home,101003,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"218 Paddington Road Winnipeg, MB",Province of Manitoba
552,Chapman Day Care Inc.,Centre,3057,70,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms 14, 16, 17, 18 450 Laxdal Avenue (Ave) Winnipeg, MB",Province of Manitoba
553,Charlene Dale,Home,101648,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
554,Family or Group Child Care Home *,Home,101426,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
556,Cheryl Tremblay,Home,7221,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
558,St. Mary's Montessori School Inc.,Centre/Nursery,2026,49,"Infant, Preschool",Y,Y,N,Day Care,"150 Pacific Avenue (Ave) Winnipeg, MB",Province of Manitoba
560,Children at the Centre Inc.,Centre,1023,46,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms 318, 330 and 356 60 Pearl Street Winnipeg, MB",Province of Manitoba
561,Chona Saputil,Home,102198,6,"Infant, Preschool, School Age",Y,Y,Y,Home,"2142 Manitoba Avenue (Ave) Winnipeg, MB",Province of Manitoba
563,Family or Group Child Care Home *,Home,102379,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
565,Christen Lewis,Home,100380,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
566,Family or Group Child Care Home *,Home,102398,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
567,Colleen & Mark O'Neill,Home,102287,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
569,Family or Group Child Care Home *,Home,7860,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
570,Concordia Foundation Inc.,Centre,101062,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"CP 108 - 1000 Molson Avenue (Ave) Winnipeg, MB",Province of Manitoba
571,Family or Group Child Care Home *,Home,102040,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
572,Family or Group Child Care Home *,Home,100609,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"67 Scammel Road Winnipeg, MB",Province of Manitoba
573,Corinna Ducharme,Home,9159,7,"Infant, Preschool, School Age",Y,Y,Y,Home,"594 Ian Place Winnipeg, MB",Province of Manitoba
574,Cornish Child Care Centre Inc.,Centre,1194,48,"Infant, Preschool",Y,Y,N,Day Care,"25 Furby Street Winnipeg, MB",Province of Manitoba
575,Created 4 Me Early Learning Centre Inc.,Centre,100940,36,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"264A Hoddinott Road East St. Paul, MB",Province of Manitoba
576,Crestview Park Day Nursery Incorporated,Centre,1010,70,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms 2, 3, 4, 6, 7, Gym 37 Voyageur Avenue (Ave) Winnipeg, MB",Province of Manitoba
577,Crestview School Children's Centre Inc.,Centre,3003,61,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 7, 9, 11, 12, Gym 333 Morgan Crescent Winnipeg, MB",Province of Manitoba
578,Family or Group Child Care Home *,Home,100318,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"573 Rossmore Avenue (Ave) West St. Paul, MB",Province of Manitoba
579,Cuddles Infant Centre Inc.,Centre,1172,25,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"141 Arlington Street Winnipeg, MB",Province of Manitoba
580,Family or Group Child Care Home *,Home,101879,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
581,Family or Group Child Care Home *,Home,101611,5,"Infant, Preschool",Y,Y,N,Home,None,Province of Manitoba
583,Cynthia Whitfield-Laurent,Home,100014,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"7 Quill Bay Winnipeg, MB",Province of Manitoba
585,Dalhousie Day Care Inc.,Centre,3109,50,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"262 Dalhousie Drive Winnipeg, MB",Province of Manitoba
587,Family or Group Child Care Home *,Home,101884,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
588,Daniela Andrejowich,Home,9769,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
589,Dante Day Nursery Inc.,Centre,1148,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Earl Grey Community Club-Room 1,2 & Gym 358 Cockburn Street N Winnipeg, MB",Province of Manitoba
590,Darcy Shewchuk,Home,9417,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"494 Dowling Avenue (Ave) E Winnipeg, MB",Province of Manitoba
591,Family or Group Child Care Home *,Home,50012,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
593,Darshika Liyanage,Home,102091,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
594,Manidoo GiMiini Gonaan/R.B.Russell Infant Centre,Centre,100900,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Gym 270 Flora avenue (av) Winnipeg, MB",Province of Manitoba
595,Dawn & Dusk Before And After Child Program Inc.,Centre,100689,100,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms4,5,9,gym,Film & commonroom,library 1020 Louelda Street Winnipeg , MB",Province of Manitoba
596,Day Nursery Centre Inc. - Crossways,Centre,1011,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"103 - 222 Furby Street Winnipeg, MB",Province of Manitoba
598,Day Nursery Centre Inc.,Centre,102546,16,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"557 Ellice Avenue (Ave) Winnipeg, MB",Province of Manitoba
599,Day Nursery Centre Inc. - Gretta Brown,Centre,1013,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"336 flora Avenue (Ave) Winnipeg, MB",Province of Manitoba
600,Day Nursery Centre Inc.,Centre,102383,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"101 - 195 Young Street Winnipeg, MB",Province of Manitoba
602,Day Nursery Centre Inc.,Centre,101488,48,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"555 Logan Avenue (Ave) Winnipeg, MB",Province of Manitoba
