,name,source_facility_type,licence_status,street_number,street_name,city,province,postal_code,provider
2010,First Impressions Day Care Centre Inc.,Child Care Centre,Inactive,115,Ionview Road,Toronto,ON,M1K 3A1,Province of Ontario
2011,First Roots Early Education Academy,Child Care Centre,Active,11384,Yonge Street,Richmond Hill,ON,L4S 1Z6,Province of Ontario
2012,First Stage Child Care Centre (1675 Martingrove),Child Care Centre,Active,1675,Martingrove Road,Toronto,ON,M9V 3S3,Province of Ontario
2013,First Stage Child Care Centre (2580 Kipling Ave),Child Care Centre,Active,2580,Kipling Avenue,Toronto,ON,M9V 3B2,Province of Ontario
2014,First Stage Child Care Centre (500 The East Mall),Child Care Centre,Active,500,The East Mall,Toronto,ON,M9B 2C4,Province of Ontario
2015,First Stage Child Care Centre - Highfield,Child Care Centre,Active,85,Mount Olive Drive,Toronto,ON,M9V 2C9,Province of Ontario
2016,First Steps Child Care,Child Care Centre,Active,1990,Whites Road,Pickering,ON,L1V 6P5,Province of Ontario
2017,FIRST STEPS DAY CARE - SCHOOL AGE,Child Care Centre,Inactive,79,Speedvale Avenue,Guelph,ON,N1E 1M6,Province of Ontario
2018,First Steps Day Care,Child Care Centre,Inactive,81,Speedvale Avenue,Guelph,ON,N1E 1M3,Province of Ontario
2019,First Steps Daycare - School Age,Child Care Centre,Active,55,Delhi Street,Guelph,ON,N1E 4J7,Province of Ontario
2020,First Steps Daycare School Age - St. David & St. Patrick,Child Care Centre,Inactive,520,Speedvale Avenue,Guelph,ON,N1E 1P6,Province of Ontario
2021,First Steps Early Learning Center,Child Care Centre,Active,390,Speedvale Avenue,Wellington,ON,N1E 1N5,Province of Ontario
2022,FIRST STEPS LEARNING AND CHILD CARE CENTRE,Child Care Centre,Active,3550,SOUTH SERVICE Road,Burlington,ON,L7N 3M6,Province of Ontario
2023,First Steps Learning & Child Care Centre,Child Care Centre,Inactive,860,Harrington Court,Burlington,ON,L7N 3N4,Province of Ontario
2024,Songbirds Montessori School - Fisherman Drive,Child Care Centre,Active,2,Fisherman Drive,Brampton,ON,L7A 1B5,Province of Ontario
2025,Follow The Child Inc.,Child Care Centre,Active,462,Birchmount Road,Toronto,ON,M1K 1N8,Province of Ontario
2026,Five Mile After School Program,Child Care Centre,Active,2025,Dawson Road,Thunder Bay,ON,P7G 2E9,Province of Ontario
2027,Footsteps Family Centre,Child Care Centre,Active,370,County Boulevard,Thunder Bay,ON,P7A 7P5,Province of Ontario
2028,Holy Cross After School Program,Child Care Centre,Active,420,Brittany Drive,Thunder Bay,ON,P7B 5X8,Province of Ontario
2029,Lappe After School Program,Child Care Centre,Active,2032,Kam-Current Road,Gorham,ON,P7B 5E5,Province of Ontario
2030,For Kid's Sake Day Care Services Inc.,Home Child Care Agency,Active,2430,Meadowpine Boulevard,Mississauga,ON,L5N 6S2,Province of Ontario
2031,Forest Grove Montessori Preschool (1344641 Ontario Ltd.),Child Care Centre,Active,43,Forest Grove Drive,Toronto,ON,M2K 1Z4,Province of Ontario
2032,Forest Grove - Afterschool Studio,Child Care Centre,Active,2275,Westoak Trails Boulevard,Oakville,ON,L6M 3P7,Province of Ontario
2033,Forest Grove Preschool Academy of Arts & Technology,Child Care Centre,Active,2275,Westoak Trails Boulevard,Oakville,ON,L6M 3P7,Province of Ontario
2034,Forest Hill Montessori - Cranbrooke,Child Care Centre,Inactive,585,Cranbrooke Avenue,Toronto,ON,M6A 2X9,Province of Ontario
2035,Forest Hill Montessori School Inc.,Child Care Centre,Inactive,2,Wembley Road,Toronto,ON,M6C 2E9,Province of Ontario
2036,The Clover School,Child Care Centre,Active,3180,Bathurst Street,North York,ON,M6A 2A9,Province of Ontario
2037,Fort Albany Day Care,Child Care Centre,Active,1,Wabush Way,Fort Albany,ON,P0L 1H0,Province of Ontario
2038,Fort Albany First Nation Day Care Centre,Child Care Centre,Inactive,,Day Care Centre,Fort Albany,ON,P0L 1H0,Province of Ontario
2039,Whashtawin Aboriginal Head Start Centre,Child Care Centre,Active,1,School Road,Fort Albany,ON,P0L 1H0,Province of Ontario
2040,Fort Erie Co-operative Nursery School,Child Care Centre,Active,32,Idlewylde Street,Fort Erie,ON,L2A 2L1,Province of Ontario
2041,Fort Erie Native Cultural Centre Aboriginal Headstart Program,Child Care Centre,Active,64,Jarvis Street,Fort Erie,ON,L2A 2S4,Province of Ontario
2042,Under the Rainbow - Wakanioten Child Care,Child Care Centre,Active,748,Buffalo Road,Fort Erie,ON,L2A 5H2,Province of Ontario
2043,Fort Frances Nursery School,Child Care Centre,Active,340,Church Street,Fort Frances,ON,P9A 1E1,Province of Ontario
2044,Zaagi-idiwin Aboriginal Head Start Program,Child Care Centre,Active,308,Butler Avenue,Fort Frances,ON,P9A 2N9,Province of Ontario
2045,Forum Italia Child Care Center,Child Care Centre,Active,195,Forum Drive,Mississauga,ON,L4Z 3M5,Province of Ontario
2046,Four Seasons Childcare,Child Care Centre,Active,965,Major Mackenzie Drive,Maple,ON,L6A 4P8,Province of Ontario
2047,Four Winds Montessori School Inc.,Child Care Centre,Active,116,Church Street,Bowmanville,ON,L1C 1T2,Province of Ontario
2048,Kinder House,Child Care Centre,Inactive,1404,O'Brien Street,North Bay,ON,P1B 5X9,Province of Ontario
2049,Franco-Sol - St. Edmond,Child Care Centre,Active,1880,Totten Street,Windsor,ON,N9B 1X3,Province of Ontario
2050,Franco-Sol - Georges P Vanier,Child Care Centre,Active,6200,Edgar Street,Windsor,ON,N8S 2A5,Province of Ontario
2051,Franco-Sol - Pavillon des Jeunes,Child Care Centre,Active,326,Rourke Line,Belle River,ON,N8N 4S1,Province of Ontario
2052,Franco-Sol - St. Jean Baptiste,Child Care Centre,Active,365,Fryer Road,Amherstburg,ON,N9V 0C3,Province of Ontario
2053,Franco-Sol Garderie et Centre de Ressources - Louise-Charron,Child Care Centre,Active,2520,Cabana Rd. W.,Windsor,ON,N9G 1E5,Province of Ontario
2054,Franco-Sol Garderie et Centre de Ressources - St. Ambroise,Child Care Centre,Active,2716,County Road 42,St. Joachim,ON,N0R 1S0,Province of Ontario
2055,Franco-Sol Garderies et Centre de Ressources - Mgr Caron,Child Care Centre,Active,8200,Matchette Road,Lasalle,ON,N9J 3P1,Province of Ontario
2056,Franco-Sol Garderies et Centre de Ressources - St. Antoine,Child Care Centre,Active,1317,Lesperance Road,Tecumseh,ON,N8N 1X6,Province of Ontario
2057,Franco-Sol Garderies et Centre de Ressources - St. Michel,Child Care Centre,Active,33,Sherman Street,Leamington,ON,N8H 2S1,Province of Ontario
2058,Franco-Sol Garderies et Centre de Ressources - Ste. Therese,Child Care Centre,Active,5305,Tecumseh Road,Windsor,ON,N8T 1C5,Province of Ontario
2059,Franco-Sol Garderies et Centre de Ressources-Ste. Marguerite d'Youville,Child Care Centre,Active,13025,St.Thomas,Tecumseh,ON,N8N 3P3,Province of Ontario
2060,Franco-Sol Monseigneur Jean Noel,Child Care Centre,Active,3225,California Avenue,Windsor,ON,N9E 3K5,Province of Ontario
2061,Franco-Sol Ste Therese,Child Care Centre,Inactive,5305,Adstoll Avenue,Windsor,ON,N8T 1G9,Province of Ontario
2062,Frankland Day Care Centre,Child Care Centre,Active,816,Logan Avenue,Toronto,ON,M4K 3E1,Province of Ontario
2063,Fraser School - Community Day Care Centre,Child Care Centre,Active,79,Manning Avenue,Toronto,ON,M6J 2K6,Province of Ontario
2064,Better Beginnings Nursery school & Kindergarten,Child Care Centre,Active,1208,Kingston Road,Toronto.,ON,M1N 1N8,Province of Ontario
2065,Free to Become Before and After School Program at Eamer's Corners Public School,Child Care Centre,Active,2258,Pitt Street,Cornwall,ON,K6K 1A3,Province of Ontario
2066,Free to Become/Libre de Choisir Before & After School Program - Viscount,Child Care Centre,Active,1401,Dover Road,Cornwall,ON,K6J 1V6,Province of Ontario
2067,Free to Become/Libre de Choisir Preschool,Child Care Centre,Active,200,Amelia Street,Cornwall,ON,K6H 2V7,Province of Ontario
2068,R2L with Free to Become at Longue Sault Public School,Child Care Centre,Inactive,13,Bethune Street,Longue Sault,ON,K0C 1P0,Province of Ontario
2069,Friendly Faces Day Care Services Inc.,Home Child Care Agency,Active,5144,Cherryhill Crescent,Burlington,ON,L7L 4C2,Province of Ontario
2070,Friendly Little Campus (2037711 Ontario Ltd.),Child Care Centre,Active,3255,Lawrence Avenue,Toronto,ON,M1H 3A3,Province of Ontario
2071,Friendly Little Campus Daycare 2,Child Care Centre,Active,63,Orchard Park Drive,Toronto,ON,M1E 3T8,Province of Ontario
2072,Friendly Times Childcare Centre - North York,Child Care Centre,Active,2829,Keele Street,Toronto,ON,M3M 2G7,Province of Ontario
2073,Friends Day Care Centre,Child Care Centre,Active,60,Lowther Avenue,Toronto,ON,M5R 1C7,Province of Ontario
2074,Barbara Reid Child Care Centre,Child Care Centre,Active,130,Hoover Park Drive,Stouffville,ON,L4A 0V4,Province of Ontario
2075,Frontenac Club Day Care,Child Care Centre,Active,442,Albert Street,Kingston,ON,K7L 3W3,Province of Ontario
2076,F.C.C.C. - Cataraqui Woods Elementary School,Child Care Centre,Active,1255,Birchwood Drive,Kingston,ON,K7P 2G6,Province of Ontario
2077,F.C.C.C. - Centennial School-Age,Child Care Centre,Active,120,Norman Rogers Drive,Kingston,ON,K7M 2R1,Province of Ontario
2078,F.C.C.C. - Elginburg Public School School Age Program,Child Care Centre,Active,2100,Unity Road,Elginburg,ON,K0H 1M0,Province of Ontario
2079,F.C.C.C. - Glenburnie Schoolage Program,Child Care Centre,Inactive,2252,Battersea Road,Glenburnie,ON,K0H 1S0,Province of Ontario
2080,F.C.C.C. - Henderson School-age Program,Child Care Centre,Active,361,Roosevelt Drive,Kingston,ON,K7M 4A3,Province of Ontario
2081,F.C.C.C. - L.C.V.I. Childcare Centre,Child Care Centre,Active,153,Van Order Drive,Kingston,ON,K7M 1B9,Province of Ontario
2082,F.C.C.C. - Lancaster School Age Program,Child Care Centre,Active,1020,Lancaster Drive,Kingston,ON,K7P 2R7,Province of Ontario
2083,F.C.C.C. - Loughborough Public School Child Care Centre,Child Care Centre,Active,4330,Wheatley Street,Sydenham,ON,K0H 2T0,Province of Ontario
2084,F.C.C.C. - Q.E.C.V.I. Child Care Centre,Child Care Centre,Inactive,145,Kirkpatrick Street,Kingston,ON,K7K 2P4,Province of Ontario
2085,F.C.C.C. - R. G. Sinclair,Child Care Centre,Active,19,Crerar Boulevard,Kingston,ON,K7M 3P7,Province of Ontario
2086,F.C.C.C. - Rideau Public School Age Program,Child Care Centre,Active,9,Dundas Street,Kingston,ON,K7L 1N2,Province of Ontario
2087,F.C.C.C. - Welborne Public School Age Program,Child Care Centre,Active,190,Welborne Avenue,Kingston,ON,K7M 4G3,Province of Ontario
2088,Frontenac County Childcare Centre - Rideau Heights P.S.,Child Care Centre,Active,77,MacCauley Street,Kingston,ON,K7K 2V8,Province of Ontario
2089,Full Circle Educational Recreational Child and Family Centre,Child Care Centre,Inactive,233,Westview Boulevard,Toronto,ON,M4B 3J7,Province of Ontario
2090,Anne Frank Public Elementary School,Child Care Centre,Active,431,Ilan Ramon Boulevard,Vaughan,ON,L6A 0X2,Province of Ontario
2091,Discovery Public School,Child Care Centre,Active,120,Discovery Trail,Maple,ON,L6A 2Z2,Province of Ontario
2092,Fun On the Run Preschool Centre - St. Catherine Siena,Child Care Centre,Active,80,Terra Road,Woodbridge,ON,L4L 3J5,Province of Ontario
2093,Fun on the Run - Bayview Glen Before & After School,Child Care Centre,Active,42,Limcombe Drive,Thornhill,ON,L3T 2V5,Province of Ontario
2094,Fun on the Run - Holy Jubilee,Child Care Centre,Active,400,St. Joan of Arc Avenue,Vaughan,ON,L4L 8L7,Province of Ontario
2095,Fun on the Run - Michael Cranney,Child Care Centre,Active,155,Melville Avenue,Maple,ON,L6A 1Y9,Province of Ontario
2096,Fun on the Run - Nellie McClung,Child Care Centre,Active,360,Thomas Cook Avenue,Maple,ON,L6A 4M1,Province of Ontario
2097,Fun on the Run Johnny Lombardi,Child Care Centre,Active,350,Lawford Road,Vaughan,ON,L4H 4C3,Province of Ontario
2098,Fun on the Run Pope Francis,Child Care Centre,Active,15,Secord Avenue,Kleinburg,ON,L4L 3Z3,Province of Ontario
2099,Fun on the Run Preschool Centre- Guardian Angel CES,Child Care Centre,Inactive,120,La Rocca Avenue,Vaughan,ON,L4H 2A9,Province of Ontario
2100,Fun on the Run St. Peter CES,Child Care Centre,Active,120,Andrew Park Crescent,Vaughan,ON,L4L 1G2,Province of Ontario
2101,Fun on the Run- Maple Leaf PS,Child Care Centre,Inactive,155,Longford Drive,Newmarket,ON,L3Y 2Y7,Province of Ontario
2102,Guardian Angel,Child Care Centre,Active,200,Lawford Road,Vaughan,ON,L4H 0Z5,Province of Ontario
2103,Fun To Learn Montessori Daycare,Child Care Centre,Active,1840,Argentia Road,Mississauga,ON,L5N 1P9,Province of Ontario
2104,Fun To Learn Montessori Erindale,Child Care Centre,Active,2438,Glengarry Road,Mississauga,ON,L5C 1Y2,Province of Ontario
2105,Future Scholars Daycare Centre,Child Care Centre,Active,100,Mountainview Road,Georgetown,ON,L7G 4K6,Province of Ontario
2106,Future Scholars Schoolage Program,Child Care Centre,Active,89,Mountainview Road,Georgetown,ON,L7G 4T9,Province of Ontario
2107,Future Scholars Montessori Academy,Child Care Centre,Inactive,1000,Brookfield Avenue,Ottawa,ON,K1V 6J1,Province of Ontario
2108,Future Scholars Montessori Academy Inc.,Child Care Centre,Active,1920,Bank Street Street,Ottawa,ON,K1V 7Z8,Province of Ontario
2109,Glen Abbey Childcare & Montessori,Child Care Centre,Active,1240,old abbey Lane,Oakville,ON,L5M 1S4,Province of Ontario
2110,Grosvenor Montessori School,Child Care Centre,Active,33,Arnold Crescent,Richmond Hill,ON,L4C 3R6,Province of Ontario
2111,GROSVENOR NURSERY SCHOOL,Child Care Centre,Active,711,Colborne Street,London,ON,N6A 3Z4,Province of Ontario
2112,GROWING MINDS LEARNING CENTRE INC.,Child Care Centre,Active,555,MAPLEVIEW Drive,BARRIE,ON,L4N 8G5,Province of Ontario
2113,Gaagagegiizhigook Ganawenimaawasowin Wiigiwaam,Child Care Centre,Active,1450,Valley Drive,Kenora,ON,P9N 3Y4,Province of Ontario
2114,Galaxy Montessori Casa,Child Care Centre,Active,126,Tower Hill Road,Richmond Hill,ON,L4E 0K6,Province of Ontario
2115,Wee Watch Enriched Home Child Care - Stoney Creek,Home Child Care Agency,Active,20,Gailmont Drive,Hamilton,ON,L8K 4B3,Province of Ontario
2116,Wee Watch Enriched Home Child Care Cambridge,Home Child Care Agency,Active,146,Ballantyne Avenue,Cambridge,ON,N1R 2T2,Province of Ontario
2117,LITTLE READERS - OXFORD LEARNING CENTRE (BYRON),Child Care Centre,Inactive,1240,Commissioners Road,London,ON,N6K 1C7,Province of Ontario
2118,Gan Nitzanim Nursery,Child Care Centre,Inactive,949,Clark Avenue,Thornhill,ON,L4J 8G6,Province of Ontario
2119,Gan Nitzanim Nursery,Child Care Centre,Active,7770,Bathurst Street,Thornhill,ON,L4J 0H6,Province of Ontario
2120,Gan Yeladim Day Care Centre,Child Care Centre,Active,100,Elder Street,Toronto,ON,M3H 5G7,Province of Ontario
2121,GAN-GANI NURSERY SCHOOL OF LONDON,Child Care Centre,Active,536,Huron Street,London,ON,N5Y 4J5,Province of Ontario
2122,Gananoque Nursery School,Child Care Centre,Active,175,Stone Street,Gananoque,ON,K7G 2A2,Province of Ontario
2123,Ganaraska Child Care Centre,Child Care Centre,Active,130,Highland Drive,Port Hope,ON,L1A 2A3,Province of Ontario
2124,Ganaraska Child Care Centre Inc. - Happy Trails,Child Care Centre,Inactive,34,Percival Street,Port Hope,ON,L1A 2B7,Province of Ontario
2125,Nelephant Montessori School,Child Care Centre,Active,134,Louth Street,St. Catharines,ON,L2S 2T4,Province of Ontario
2126,Nelephant Montessori Toddler Program,Child Care Centre,Active,64,Louth Street,St. Catharines,ON,L2S 2T4,Province of Ontario
2127,Garden River Child Care Centre,Child Care Centre,Active,20,Shingwauk Street,Garden River,ON,P6A 6Z8,Province of Ontario
2128,Garderie Au Coeur de l'Amitié Inc.,Child Care Centre,Active,273,Cundles Road,Barrie,ON,L4M 6L1,Province of Ontario
2129,Garderie Beausoleil,Child Care Centre,Active,333,York Street,Ottawa,ON,K1N 8W4,Province of Ontario
2130,Garderie Bernadette Child Care Centre,Child Care Centre,Active,100,Thomas More,Ottawa,ON,K1N 6N5,Province of Ontario
2131,Garderie Chez Tante Laure,Child Care Centre,Active,339,Alton Towers Circle,Toronto,ON,M1V 4L3,Province of Ontario
2132,Garderie Chez Tante Laure,Child Care Centre,Inactive,1375,Morningside Avenue (French),Toronto,ON,M1B 4Y5,Province of Ontario
2133,Garderie Chez tante Laure 2,Child Care Centre,Active,255,Coronation Promenade,Scarborough,ON,M1V 4L3,Province of Ontario
2134,Garderie Clin d'oeil - Porcupine,Child Care Centre,Active,225,Dixon Rue,Porcupine,ON,P0N 1C0,Province of Ontario
2135,Garderie Clin d'oeil - Riverside,Child Care Centre,Active,896,Riverside Promenade,Timmins,ON,P4N 5W2,Province of Ontario
2136,Garderie Clin d'oeil - Sterling Est,Child Care Centre,Active,59,Sterling Avenue (French),Timmins,ON,P4N 1R7,Province of Ontario
2137,Garderie Clin d'oeil - Theriault,Child Care Centre,Active,341,Th‚riault Boulevard (French),Timmins,ON,P4N 7X8,Province of Ontario
2138,La Garderie Clin d'oeil,Child Care Centre,Inactive,425,Teefy Street,Iroquois Falls,ON,P0K 1G0,Province of Ontario
2139,Garderie Francofleur et miel,Child Care Centre,Active,31,Churchill Promenade,Kirkland Lake,ON,P2N 1T8,Province of Ontario
2140,Garderie La BRIOsphère Norfolk Inc,Child Care Centre,Active,165,Queen Nord,Simcoe,ON,N3Y 3Y7,Province of Ontario
2141,Garderie La Farandole de Toronto Inc.,Child Care Centre,Active,14,Pembroke Rue,Toronto,ON,M5A 2N7,Province of Ontario
2142,Garderie La Farandole - Felix Leclerc,Child Care Centre,Active,50,Celestine Drive,Toronto,ON,M9R 3N3,Province of Ontario
2143,Garderie La Farandole sur Grace,Child Care Centre,Active,77,Grace Rue,Toronto,ON,M6J 2S4,Province of Ontario
2144,Garderie La Fontaine de l'Amitié,Child Care Centre,Active,1445,Lewisham Drive,Missisauga,ON,L5J 3R2,Province of Ontario
2145,Garderie Petit Baobab,Child Care Centre,Active,60,Century Drive,Orangeville,ON,L9W 3K4,Province of Ontario
2146,Garderie Quatre Saisons,Child Care Centre,Active,729,St-Isidore Rue,Casselman,ON,K0A 1M0,Province of Ontario
2147,Garderie Rayon de Soleil,Child Care Centre,Active,1,Ness Drive,Toronto,ON,M3A 2W1,Province of Ontario
2148,Garderie Touche-à-tout,Child Care Centre,Active,935,Lac Ramsey Chemin,Sudbury,ON,P3E 2C6,Province of Ontario
2149,"Garderie Touche-à-tout ""Camp d'été""",Child Care Centre,Inactive,935,Lac Ramsey Chemin,Sudbury,ON,P3E 2C6,Province of Ontario
2150,Garderie Touche-à-tout - Site École Notre Dame de la Merci,Child Care Centre,Active,2,Edward Avenue,Coniston,ON,P0M 1M0,Province of Ontario
2151,Garderie Touche-à-tout - Site École Saint-Pierre,Child Care Centre,Active,70,Wilfred Street,Sudbury,ON,P3B 3P5,Province of Ontario
